"PNUM","HHNUM","HEALTHSTATUS","RACECAT_R","EDUCCAT","EMPLOYMENT","HHWGT","MARITAL","HISPANIC","adltfscat","snapnowhh","caraccess","rural","inchhavg_r","pctpovguidehh_r","incfamavg_r","placedist_d","placedist_s","placedist_w","avg_dist_S","avg_dist_D","avg_dist_w"
1,117036,"2","2","4","1",19197.902837,"5","0","2","0",NA,"0",6020,313.405639913232,6020,NA,NA,NA,NA,NA,NA
1,117037,"5","2","1","5",17237.378567,"3","0","2","0","0","0",546.824545737587,58.7456987363567,546.824545737587,0.352,0.256590707801161,0.352,0.256590707801161,0.352,0.352
1,117041,"5","1","4","5",5144.4948559,"4","0","1","1",NA,"0",1041,111.83527305282,1041,9.059,5.58057467764228,NA,3.87058880840432,6.271,NA
1,117045,"1","5","3","5",8827.3510315,"5","1","3","1",NA,"0",6212.262,173.972331388565,1820,NA,NA,NA,NA,NA,NA
1,117048,"3","1","3","1",18898.800383,"1","0","1","0",NA,"1",6253.338,393.085678365636,6253.338,4.976,3.27083158710982,NA,3.27083158710982,4.976,NA
1,117052,"4","4","4","5",24181.138439,"5","0","2","0",NA,"0",79.7862545162088,4.15373125463994,79.7862545162088,3.077,2.4278843022724,NA,NA,NA,NA
1,117059,"2","6","5","5",7050.4324996,"1","0","1","0",NA,"0",3780,196.789587852495,3780,2.21,1.3143939618525,NA,NA,NA,NA
1,117061,"5","1","3","1",93508.078996,"5","1","2","0",NA,"0",11677.6589421795,734.059231567075,11677.6589421795,1.696,1.33050785028877,NA,1.33050785028877,1.696,NA
1,117067,"3","1","1","5",4735.4165889,"1","0","1","0",NA,"0",2848,225.882352941176,2848,7.648,4.79877817863348,NA,1.85169260935949,3.02866666666667,NA
1,117070,"2","1","3","1",3659.3422549,"4","0","1","1",NA,"1",2414,125.674620390456,2414,3.383,3.04192033955666,NA,14.1842599191034,15.538,NA
1,117072,"3","1","2","1",15201.410888,"1","1","3","0",NA,"0",329,14.6168085894113,329,4.73,3.56516219641882,NA,2.79196055678201,3.9285,NA
1,117074,"4","1","3","1",27734.395456,"5","0","3","0",NA,"1",3239,168.624728850325,2462,3.545,2.45185651719611,NA,5.43370376053862,6.96266666666667,NA
1,117076,"4","2","4","1",6907.2289097,"1","0","2","0",NA,"0",1600,171.888988361683,1600,20.852,16.1742931114073,NA,16.1742931114073,20.852,NA
1,117079,"3","2","3","1",10711.429217,"5","0","3","1",NA,"0",840,90.2417188898836,840,NA,NA,NA,NA,NA,NA
1,117081,"3","1","3","5",23418.579338,"1","0","1","0",NA,"0",2800,222.07534699273,2800,1.522,1.22403247335366,NA,2.34660776972174,3.0228,NA
1,117082,"1","1","4","1",11157.537007,"1","0","1","0",NA,"0",4314.63793777673,133.133595405813,4314.63793777673,4.408,3.98929304106923,NA,19.4226801220419,25.4822857142857,NA
1,117086,"3","4","3","3",3325.4175857,"3","0","1","1",NA,"0",3839.5943731948,199.892114873482,716.037465111926,1.486,1.03129767328159,NA,1.03129767328159,1.486,NA
1,117089,"3","1","4","3",23901.574195,"1","0","1","0",NA,"1",6634.81624243462,417.065452641254,6634.81624243462,9.112,7.37438522519816,NA,NA,NA,NA
1,117090,"4","1","4","2",145448.60692,"3","0","1","0",NA,"1",1573,168.98836168308,1573,23.948,19.2474989273651,NA,NA,NA,NA
1,117092,"3","1","4","4",14610.557669,"3","1","1","1",NA,"0",300,23.7937871777925,300,2.159,1.65298468681475,NA,1.90610520346649,2.408,NA
1,117095,"2","1","5","1",1422.8204351,"1","0","1","0",NA,"0",1733.33,108.95735987428,1733.33,2.633,1.93793125144414,NA,1.53642146765281,2.37033333333333,NA
1,117098,"3","1","6","3",17759.090178,"3","0","2","0",NA,"0",1350,84.8611838658984,1350,5.581,3.36521580024406,NA,3.36521580024406,5.581,NA
1,117105,"2","1","3","1",10136.201117,"5","0","1","0",NA,"0",1802.65804776733,142.973539809703,1802.65804776733,1.138,0.653205440428438,0.766,0.653205440428438,1.138,0.766
1,117108,"3","1","1","1",8292.9351743,"5","0","2","0",NA,"1",2340,185.591539986781,2340,6.486,3.09636971109528,NA,3.09636971109528,6.486,NA
1,117109,"2","4","6","1",76769.55039,"5","0","1","0",NA,"0",4631.43995987503,497.558455850496,4631.43995987503,0.901,0.379462364787375,0.813,NA,NA,NA
1,117110,"1","2","5","1",9231.6680923,"5","0","1","0",NA,"0",4511,200.414661236579,4511,2.578,2.320768548553,NA,1.26041099334627,1.6475,NA
1,117113,"2","5","3","1",16990.589826,"1","1","1","1",NA,"0",6960,362.34273318872,6960,1.113,0.903795801261014,1.113,1.52868552984377,1.76,NA
1,117120,"5","1","4","5",5300.7620979,"3","0","4","0",NA,"0",1607,172.641002685765,1607,NA,NA,NA,NA,NA,NA
1,117121,"2","1","6","3",3967.5547576,"2","0","2","1",NA,"0",3133.33,248.512623925975,2050,3.928,2.94295842559953,NA,2.61987033956785,3.6,NA
1,117129,"2","4","6","5",35380.112819,"1","0","1","0",NA,"1",8119.99999999999,510.424305919329,8119.99999999999,13.807,9.6212762292424,NA,5.22187385839442,7.733,NA
1,117130,"2","2","4","2",3543.4812056,"5","0","2","1",NA,"0",3056.45431981199,159.121266107349,2422,8.198,7.05044965092821,NA,12.895216857978,14.1328,NA
1,117131,"4","1","3","1",29468.453626,"1","1","2","0",NA,"0",3520,221.267679413305,3520,61.999,52.190376339337,NA,26.6541045066916,31.6865,NA
1,117137,"3","6","6","1",2878.7976036,"5","0","4","0",NA,"0",1400,150.402864816473,1400,5.843,3.96637028925973,NA,1.72085621388498,2.487,NA
1,117139,"1","1","4","5",7624.2395976,"1","0","1","1",NA,"0",4477.9123830281,233.123421242244,4477.9123830281,1.287,0.95721941139218,1.23,0.95721941139218,1.287,1.23
1,117140,"4","1","1","5",143688.84803,"2","1","2","0",NA,"0",758,81.4324082363474,758,1.809,1.19373967787697,NA,1.03283023964157,1.72033333333333,NA
1,117141,"3","1","4","3",16285.774701,"1","0","4","0",NA,"0",1945.33,101.275314533623,1945.33,5.341,4.14556560673368,NA,3.18412322227927,4.2665,NA
1,117142,"3","1","3","5",11444.860894,"5","0","1","0",NA,"0",1965.8289145469,155.915049402266,225,2.304,1.48728302169093,NA,1.48728302169093,2.304,NA
1,117145,"4","1","3","5",15632.434212,"1","0","1","0",NA,"0",2100,166.556510244547,2100,7.038,5.48287120580253,NA,NA,NA,NA
1,117150,"4","5","5","1",12628.375532,"1","1","2","0",NA,"0",7456.062,230.066196965801,7456.062,2.333,2.14512898315944,NA,NA,NA,NA
1,117152,"4","4","3","5",3985.3696881,"5","0","2","1","0","0",2043,106.360086767896,2043,NA,NA,NA,NA,NA,NA
1,117156,"2","2","5","5",39012.722339,"3","0","1","0",NA,"0",48.523079339456,5.21286438740799,48.523079339456,1.77,1.27682541076545,NA,1.13032294326184,1.60325,NA
1,117159,"2","1","3","5",11536.088962,"3","0","1","0",NA,"0",2603.61905041519,135.546328004261,2603.61905041519,NA,NA,NA,NA,NA,NA
1,117160,"3","1","3","3",6523.7706643,"1","0","1","1",NA,"1",1026.65600213,64.5357361213201,1026.65600213,8.384,6.71306693456449,NA,6.71306693456449,8.384,NA
1,117162,"2","1","4","1",7481.4804578,"5","0","1","0",NA,"0",4506.90710138,283.304794219801,4506.90710138,3.853,3.17796855319513,NA,3.17796855319513,3.853,NA
1,117168,"4","1","3","5",16381.90442,"1","0","2","0",NA,"1",5647.4,447.910112359551,5647.4,3.532,2.76611987728047,NA,5.15630097427186,6.04025,NA
1,117170,"3","1","4","1",3622.0547369,"5","1","2","1",NA,"0",25650,993.865030674847,25520.19,0.746,0.405465292465584,0.564,0.405465292465584,0.746,0.564
1,117173,"4","2","1","1",15324.887327,"5","0","4","0",NA,"0",2300,182.419035029742,2300,14.619,12.393213048743,NA,5.55258018550852,6.642,NA
1,117174,"1","1","5","1",37568.646692,"1","0","1","0",NA,"0",6699.34,531.342233972241,6699.34,2.163,0.99578742295326,2.152,0.99578742295326,2.163,2.152
1,117177,"3","1","2","1",3805.2385102,"1","1","2","0",NA,"0",3736,194.498915401302,3736,9.521,8.17968277316819,NA,4.88451406367455,5.8225,NA
1,117178,"2","1","4","1",4748.8000346,"1","1","1","1",NA,"1",1960,102.039045553145,1960,0.532,0.413335262331724,0.532,0.413335262331724,0.532,0.532
1,117181,"2","1","4","1",1858.14592,"1","0","1","1",NA,"1",3579.5384988597,159.031699319942,3579.5384988597,2.438,1.77308106713814,NA,3.01220069560109,4.04983333333333,NA
1,117184,"2","1","4","5",17751.155463,"1","0","1","0",NA,"0",4336,225.735357917571,4336,2.789,2.01234215843666,NA,1.71078038262406,2.2678,NA
1,117188,"3","1","1","5",16046.598217,"1","1","1","0",NA,"0",1800,142.762723066755,1800,1.313,1.08789340683788,NA,1.42474696860072,1.848,NA
1,117189,"4","1","4","5",23451.420775,"3","0","1","1","0","0",655,70.367054610564,655,1.099,0.506294519409805,0.525,1.13172453301827,1.8835,NA
1,117194,"3","1","4","1",12631.471259,"1","1","4","0",NA,"0",2800,176.008381351493,2800,7.651,5.48590478688658,NA,5.48590478688658,7.651,NA
1,117201,"2","1","4","1",28431.548923,"5","0","2","0",NA,"0",4830,303.614457831325,1610,2.205,1.40425566893426,NA,1.40425566893426,2.205,NA
1,117205,"3","2","5","1",44700.845032,"5","0","2","1","0","0",800,85.9444941808415,800,2.4,1.74919775155451,NA,1.74919775155451,2.4,NA
1,117206,"1","1","3","1",47751.874485,"1","0","1","0",NA,"1",4534,155.762954480389,4534,8.651,6.92200683818218,NA,NA,NA,NA
1,117209,"1","2","3","5",65430.189163,"3","0","1","0","1","0",1100,118.173679498657,1100,NA,NA,NA,NA,NA,NA
1,117214,"2","2","5","5",31718.155852,"1","1","1","0",NA,"0",8016.66,635.822339722406,8016.66,NA,NA,NA,NA,NA,NA
1,117231,"4","1","1","5",6207.8500426,"1","0","4","0",NA,"1",4184,162.11817888279,4184,NA,NA,NA,NA,NA,NA
1,117241,"3","1","3","5",13061.276444,"1","0","3","0",NA,"1",2892.93,229.44586913417,2892.93,3.921,3.14290266358878,NA,3.14290266358878,3.921,NA
1,117242,"4","1","3","5",4027.4109988,"1","1","3","1",NA,"0",523,41.4805023132849,523,NA,NA,NA,NA,NA,NA
1,117244,"4","5","2","5",11700.005232,"5","1","1","0",NA,"0",3483.22830934,276.263976946993,3483.22830934,3.714,2.37993049868073,NA,2.37993049868073,3.714,NA
1,117246,"2","1","3","1",112004.61586,"1","0","1","0",NA,"0",5876,466.040978189028,5876,1.019,0.851203706423069,1.019,9.75776916930399,12.4116,NA
1,117249,"3","1","4","1",10950.598523,"1","0","1","0",NA,"1",5600,291.540130151844,5600,14.441,12.2614048115803,NA,9.37054239482283,11.3557142857143,NA
1,117255,"4","1","3","5",34836.826898,"1","0","2","0",NA,"0",2677,212.319894249835,2677,5.043,3.21114944934672,NA,3.10456391082518,4.3045,NA
1,117257,"1","1","5","5",22698.673732,"2","0","1","0",NA,"0",4454.46474948685,353.295287467562,4454.46474948685,1.819,1.21191658053488,NA,2.16120121933873,3.27866666666667,NA
1,117258,"3","1","4","5",14840.597048,"2","0","4","1",NA,"1",694,74.55684870188,694,12.756,5.65551070280979,NA,NA,NA,NA
1,117261,"2","1","1","5",1882.9165556,"3","0","2","1",NA,"0",3447,179.453362255965,649,1.888,0.671735198575715,1.163,0.609815331304699,1.46033333333333,0.977
1,117266,"2","1","6","1",45748.614662,"5","0","1","0","0","0",5103.99625556,548.325470606267,5103.99625556,6.035,3.88500633904741,NA,1.36536576897341,2.22025,NA
1,117269,"2","2","4","5",21219.224235,"1","0","2","0",NA,"0",1281,56.9122547204739,1281,0.723,0.536423262966737,0.723,0.536626284836033,0.7255,0.7255
1,117270,"3","2","3","3",33347.482386,"5","0","2","1",NA,"0",863.620532240851,54.2873042791525,863.620532240851,NA,NA,NA,NA,NA,NA
1,117278,"3","6","1","5",3998.6995158,"1","0","1","1",NA,"0",3943,152.780109783662,3943,5.175,4.18499212245241,NA,3.49744760572095,4.2106,NA
1,117282,"3","5","4","1",2955.2250817,"1","1","2","1",NA,"0",2520,97.6428802066516,2520,12.217,10.5403064283645,NA,6.38113967668855,7.4405,NA
1,117283,"3","2","1","5",13680.287037,"2","0","4","1",NA,"0",380,40.8236347358997,380,1.428,0.942135725659658,1.214,0.942135725659658,1.428,1.214
1,117285,"4","1","2","2",16812.572321,"5","1","4","0",NA,"0",8171.99306945481,280.744107739644,6491.99306945481,7.734,5.8999185295985,NA,NA,NA,NA
1,117286,"4","1","4","5",5957.3616966,"1","0","3","1","1","1",2943,233.417052214144,2943,0.295,0.130671341910579,0.295,NA,NA,NA
1,117289,"2","5","1","3",4885.2017233,"5","1","1","0",NA,"0",2240,140.806705081194,2240,NA,NA,NA,NA,NA,NA
1,117295,"1","4","5","1",17589.204391,"5","0","1","0",NA,"0",2003.15676567704,215.200368738804,2003.15676567704,0.958,0.791037360953318,0.958,2.01792448924643,2.1935,NA
1,117296,"3","4","5","1",2646.311135,"5","0","1","0",NA,"0",1680,180.483437779767,1680,0.839,0.595849279208882,0.839,1.30119488460662,1.5335,NA
1,117298,"4","5","2","5",9712.8472772,"1","1","4","0",NA,"0",2700,92.7569424563412,2700,NA,NA,NA,NA,NA,NA
1,117304,"4","2","4","5",10840.928558,"5","0","3","0",NA,"0",937.420803308182,100.70769596865,937.420803308182,NA,NA,NA,NA,NA,NA
1,117305,"2","1","3","1",10982.242265,"1","1","1","0",NA,"0",4187,217.97830802603,4187,1.584,0.991798337164688,1.279,0.991798337164688,1.584,1.279
1,117309,"2","1","3","5",14630.637126,"1","1","2","1",NA,"0",10698.05419798,556.948591651887,10698.05419798,2.154,1.44290612546708,NA,1.18367670070211,1.8825,NA
1,117319,"3","1","3","5",57751.778935,"3","0","3","0",NA,"0",4249,336.999339061467,4249,1.22,1.06434276590766,NA,1.06434276590766,1.22,NA
1,117322,"3","4","3","1",40763.654754,"1","0","1","0",NA,"0",4900,189.861155957378,4900,15.815,9.32699500399218,NA,7.03286715266747,9.38433333333333,NA
1,117327,"2","1","3","3",11642.483589,"5","0","3","1",NA,"1",566.873064555745,29.5118298250279,566.873064555745,13.295,11.3894641486885,NA,11.2497374433056,13.0262857142857,NA
1,117330,"4","1","6","1",4720.1582729,"3","0","4","0",NA,"1",3528,279.814937210839,3528,6.895,4.704665184028,NA,14.4817014211006,18.8655,NA
1,117333,"3","1","3","1",175292.55021,"1","0","1","0",NA,"1",12764,1012.34633179114,12764,18.967,16.2741639137746,NA,NA,NA,NA
1,117337,"3","1","3","3",1532.0526568,"1","1","3","0",NA,"0",3390,213.0958617077,3390,2.404,1.61207010188268,NA,1.48351753964955,2.24257142857143,NA
1,117341,"3","1","1","5",17176.562989,"2","1","1","1","1","0",2874.7372777,180.706376806705,2874.7372777,12.669,10.0726770309587,NA,10.0726770309587,12.669,NA
1,117345,"2","2","4","1",10715.437027,"5","0","3","0",NA,"1",2400,124.945770065076,2400,NA,NA,NA,NA,NA,NA
1,117347,"1","1","4","1",5570.6577317,"1","0","1","0",NA,"0",4400,195.483154387264,4400,0.574,0.474536610362569,0.574,1.22109194600269,1.3175,NA
1,117349,"4","2","1","5",9190.9525282,"4","0","2","1",NA,"0",72.9624563377457,5.78684386023099,72.9624563377457,3.017,2.42932459849807,NA,1.56418486211928,2.1374,NA
1,117351,"2","1","3","1",18627.083453,"1","0","1","0",NA,"1",6515.24345237077,516.741053724053,6515.24345237077,6.276,3.81015489620284,NA,3.8816527145874,5.47466666666667,NA
1,117354,"3","1","6","5",12355.198694,"5","0","1","0",NA,"0",479,51.4592658907789,479,2.164,1.71676118105647,NA,NA,NA,NA
1,117355,"1","5","1","5",40986.047097,"4","1","4","0",NA,"0",4922.71,190.741104294478,4922.71,NA,NA,NA,NA,NA,NA
1,117357,"3","1","2","3",28199.680351,"1","1","3","1",NA,"0",2380,92.2182757507265,2380,1.325,1.19948063683877,NA,0.994363327466434,1.158,NA
1,117358,"1","1","4","5",19485.694816,"1","0","1","0",NA,"0",4480,199.037393557942,4480,0.734,0.558455431416501,0.734,NA,NA,NA
1,117365,"3","6","1","5",4665.4382629,"1","0","3","0",NA,"0",2090,165.763384005288,2090,7.893,6.5428363203782,NA,5.49054242447942,6.602,NA
1,117366,"3","1","3","5",61048.038143,"2","0","1","1",NA,"1",1029.65,110.615935541629,1029.65,23.18,19.4624168471105,NA,19.4624168471105,23.18,NA
1,117368,"5","1","4","5",11224.192988,"1","0","4","0",NA,"0",4459.8520585007,280.346907815654,4459.8520585007,1.607,0.949990742400772,1.603,NA,NA,NA
1,117369,"1","1","5","1",3145.3141909,"5","0","1","0",NA,"0",2650.96625237702,284.79494206378,2650.96625237702,0.209,0.200241651525692,0.209,0.736045637464372,1.2744,NA
1,117372,"3","1","4","5",4122.4176809,"4","0","1","1",NA,"0",1363,85.6783656364589,1363,1.775,1.50503762562698,NA,1.50503762562698,1.775,NA
1,117374,"4","1","4","5",6986.0208162,"1","0","3","1",NA,"0",1357,70.646420824295,1357,0.428,0.368444749961615,0.428,0.658912765385309,0.86475,NA
1,117379,"2","4","4","1",9969.4448475,"3","0","1","1",NA,"0",4423.324,278.05074908329,4423.324,4.053,3.4138794313125,NA,3.76163214975444,4.691,NA
1,117381,"3","1","1","1",31087.493585,"1","0","1","0",NA,"0",7250,377.440347071583,7250,7.571,4.98335408247874,NA,4.98335408247874,7.571,NA
1,117382,"2","1","4","1",69740.197241,"1","0","1","0",NA,"0",3540,184.295010845987,3540,49.467,39.7067618562559,NA,39.7067618562559,49.467,NA
1,117387,"3","1","6","5",33011.825971,"5","0","1","0",NA,"0",3833.33,411.817009847807,3833.33,0.667,0.514155165502589,0.688,0.514155165502589,0.667,0.688
1,117389,"2","4","3","1",31027.996311,"5","0","2","0",NA,"0",5010,314.929282346778,5010,1.111,1.02284986934867,NA,NA,NA,NA
1,117391,"4","2","4","1",51669.142671,"1","0","2","0",NA,"0",3120,162.429501084599,3120,1.023,0.461988871777205,0.976,0.498808412510892,0.899,0.8595
1,117397,"3","1","6","1",52521.596115,"1","0","1","0",NA,"0",7707.962,611.338691341705,7707.962,1.02,0.776077267912625,1.008,1.34193971361061,1.87425,NA
1,117398,"3","1","3","1",6671.5624682,"1","0","1","0",NA,"0",3680,291.870456047588,3680,5.011,2.72481125506799,NA,1.78714210904752,2.864,NA
1,117399,"3","1","6","5",51286.088671,"1","0","1","0",NA,"1",17266.66,1369.46411103767,17266.66,31.627,20.6603982389145,NA,64.1808918131124,88.4223333333333,NA
1,117400,"1","4","4","5",8232.521761,"5","0","2","0",NA,"0",1950,154.659616655651,1950,0.958,0.574788557066196,0.687,0.574788557066196,0.958,0.687
1,117408,"3","4","5","5",10932.970254,"5","0","1","0",NA,"0",1737.16020014818,109.198126777256,600.797144849434,2.478,1.8469766145682,NA,19.8584307759654,22.8423333333333,NA
1,117409,"3","1","3","5",33582.818626,"3","0","1","1",NA,"0",973.717460104,104.607068229615,973.717460104,1.883,1.24298673581837,NA,1.22208292939265,1.57433333333333,NA
1,117414,"3","1","4","1",14947.596075,"5","0","3","0",NA,"0",2357.33,253.249418084154,2357.33,1.475,1.37752992793126,NA,1.37752992793126,1.475,NA
1,117416,"2","1","5","4",6755.7486688,"3","0","3","1",NA,"0",2306.8,247.820948970457,2306.8,1.335,1.11874957447571,NA,2.46965475632066,3.232,NA
1,117418,"4","1","3","5",6371.9877092,"1","0","2","1",NA,"1",0,0,0,8.917,7.59124599538446,NA,NA,NA,NA
1,117427,"2","1","4","5",12197.451587,"1","0","1","0",NA,"1",1844,146.252478519498,1844,NA,NA,NA,NA,NA,NA
1,117434,"3","1","2","5",3094.7075741,"5","0","4","1",NA,"1",1330,69.2407809110629,1330,NA,NA,NA,NA,NA,NA
1,117437,"1","1","4","5",24852.837647,"1","0","1","0",NA,"0",3513,278.62524785195,3513,0.608,0.484919781366915,0.593,0.484919781366915,0.608,0.593
1,117448,"3","1","5","1",21748.486277,"5","0","1","0",NA,"0",4900,388.631857237277,3500,3.49,2.11867361276609,NA,1.45628849087722,2.19433333333333,NA
1,117449,"2","1","3","5",4677.9190673,"1","0","1","1",NA,"0",1288,102.154659616656,1288,3.325,2.88909487238071,NA,1.74010506296895,2.11,NA
1,117450,"2","1","5","5",11759.04924,"5","0","1","0","1","0",6700,531.394580304032,6700,0.25,0.2015826433999,0.25,0.494285592955132,0.696,NA
1,117453,"4","1","4","5",25373.851936,"4","1","2","0",NA,"1",3089.20843658493,160.826469583597,0,NA,NA,NA,NA,NA,NA
1,117454,"3","5","3","5",3489.7690981,"1","1","1","1","1","0",2450.83926459407,94.9630971105227,2450.83926459407,26.137,17.499598446945,NA,NA,NA,NA
1,117456,"3","2","4","1",14102.40516,"4","0","1","1","0","0",1820,144.348975545274,1820,NA,NA,NA,NA,NA,NA
1,117459,"3","1","5","3",10425.520761,"5","0","1","1","1","0",807,50.7281299109481,317,0.401,0.306769418442581,0.4,0.306769418442581,0.401,0.4
1,117463,"3","1","1","5",12251.932787,"1","1","3","0",NA,"0",0,0,0,2.423,1.8414667611578,NA,NA,NA,NA
1,117466,"5","1","3","5",15232.324294,"1","0","3","1",NA,"0",1170.19,92.8108393919366,1170.19,1.677,1.00491086723472,NA,0.688568389528086,1.0078,NA
1,117472,"3","1","4","3",15105.128075,"1","0","1","0",NA,"0",1570.83,124.586649041639,1570.83,2.735,1.76176769258971,NA,15.978506053941,21.557,NA
1,117478,"3","2","3","3",12552.690721,"1","0","3","0",NA,"0",2117.47963947106,94.0753634715019,2117.47963947106,0.388,0.273796919135162,0.388,0.273796919135162,0.388,0.388
1,117485,"2","1","3","1",43218.938654,"3","1","1","0",NA,"0",5180,269.674620390456,5180,2.297,1.7199601263664,NA,1.7199601263664,2.297,NA
1,117492,"3","1","6","5",20924.269761,"3","0","1","0",NA,"0",1600,171.888988361683,1600,1.932,1.86981830997845,NA,1.49819224134952,1.5426,NA
1,117511,"2","1","4","1",28797.696729,"5","0","1","0",NA,"0",2920,231.592861863847,840,11.566,8.8463249201525,NA,8.8463249201525,11.566,NA
1,117515,"3","1","3","5",2247.6747003,"1","0","3","1",NA,"1",2600,115.51277304702,2600,1.092,0.891972067046367,1.092,0.891972067046367,1.092,1.092
1,117517,"2","1","6","3",27725.562729,"3","0","3","0",NA,"0",4233,220.373101952278,1573,3.053,1.54601533878841,NA,2.07534079156497,3.0635,NA
1,117520,"1","1","4","5",4894.1118347,"1","1","1","0",NA,"0",3500,155.497963717142,3500,0.484,0.335008589507476,0.484,1.52215939719091,3.759,NA
1,117521,"1","5","4","4",4131.2784624,"3","1","1","0",NA,"0",1740,138.003965631196,1740,4.09,3.82681862978831,NA,3.82681862978831,4.09,NA
1,117522,"1","1","6","1",41310.583898,"1","0","1","0",NA,"1",24486.938,1274.80805206074,24486.938,5.522,4.13853320359628,NA,4.13853320359628,5.522,NA
1,117524,"3","2","4","1",3499.8855388,"4","0","2","1",NA,"0",1680,133.245208195638,1680,1.021,0.617048402344132,0.616,NA,NA,NA
1,117526,"4","1","3","5",4113.5115294,"5","0","3","1",NA,"0",1015,109.042076991943,1015,0.39,0.303284702892834,0.39,1.0991367663023,1.46833333333333,NA
1,117530,"4","1","3","5",11905.933544,"1","0","2","0",NA,"1",6716.00831174346,298.37874765243,6025.37332043843,4.166,3.07358532258384,NA,4.2583245210756,6.0104,NA
1,117536,"3","2","3","1",26947.462393,"3","0","1","1",NA,"0",2900,112.36680658702,2900,5.029,4.78357062079691,NA,2.52855849421204,2.83933333333333,NA
1,117540,"3","1","4","1",2069.998461,"1","0","1","1",NA,"1",2380,149.607124148769,2380,2.385,0.781991408869324,2.376,0.925711072403694,2.32214285714286,NA
1,117545,"3","1","4","1",31083.014779,"1","0","1","1",NA,"1",2100,109.327548806941,2100,11.997,7.49401647131657,NA,5.21378421695557,7.53675,NA
1,117564,"3","1","3","5",2328.4190631,"5","0","1","0",NA,"0",802.556857619654,86.2191789743585,802.556857619654,0.723,0.519438151508202,0.722,0.519438151508202,0.723,0.722
1,117572,"3","1","1","5",24935.064196,"2","0","1","0",NA,"0",1536.67,165.085407341092,1536.67,0.839,0.706026590223276,0.815,0.344620581984057,0.593,0.42075
1,117588,"4","1","3","5",3232.5278922,"5","0","2","1",NA,"0",2091.02795682059,131.442302157397,2091.02795682059,3.254,2.64799130640766,NA,1.95437170692987,2.74033333333333,NA
1,117591,"2","5","3","1",7388.0448535,"1","1","2","0",NA,"0",5695.2,220.672909267032,5695.2,1.311,0.777683805235677,1.23,0.777683805235677,1.311,1.23
1,117593,"3","2","3","1",4646.13845,"3","0","1","1",NA,"0",1300,67.6789587852495,1300,1.609,1.20387768801353,NA,1.20387768801353,1.609,NA
1,117594,"3","1","4","5",25328.431269,"2","0","1","0",NA,"1",1500,161.145926589078,1500,NA,NA,NA,NA,NA,NA
1,117604,"1","1","4","5",7165.0555277,"5","0","2","1",NA,"1",1600,171.888988361683,1600,NA,NA,NA,NA,NA,NA
1,117606,"4","1","1","1",7359.4682346,"3","0","4","1",NA,"1",2294,181.943159286186,1190,6.795,4.48607757517071,NA,5.5665236158834,8.62583333333333,NA
1,117609,"4","2","1","5",82052.575435,"2","0","3","1",NA,"0",1781,191.333930170098,1781,NA,NA,NA,NA,NA,NA
1,117612,"3","2","2","3",59200.590165,"5","0","3","1",NA,"0",990,51.5401301518438,990,188.572,156.92267776659,NA,156.92267776659,188.572,NA
1,117617,"1","1","5","1",34450.951481,"1","1","2","0",NA,"0",2570,203.833443489755,2570,2.745,1.93075616773525,NA,4.24536687551314,5.74933333333333,NA
1,117618,"1","1","6","5",49247.499165,"1","0","1","0","1","1",8740,549.397590361446,8740,NA,NA,NA,NA,NA,NA
1,117619,"2","1","3","5",52093.64613,"2","0","1","0",NA,"1",1200,128.916741271262,1200,NA,NA,NA,NA,NA,NA
1,117623,"4","1","3","5",74934.395418,"3","0","1","0",NA,"0",1385,148.791405550582,1385,1.969,1.44290883254136,NA,NA,NA,NA
1,117626,"1","1","4","1",13059.228724,"5","0","1","0",NA,"0",3360,360.966875559535,3360,20.498,12.9933110777024,NA,9.23089153243936,14.3883333333333,NA
1,117627,"3","1","3","5",20479.64412,"5","0","2","0",NA,"0",42.5166036650487,4.56758499534991,42.5166036650487,12.864,11.9841640322918,NA,11.9841640322918,12.864,NA
1,117630,"2","2","4","1",76568.209132,"5","0","1","0",NA,"0",1400,150.402864816473,1400,NA,NA,NA,NA,NA,NA
1,117635,"3","4","4","5",2789.1553833,"5","0","4","1","0","0",0,0,0,0.267,0.209002699573721,0.267,0.300167364466325,0.4012,0.4012
1,117650,"3","5","2","5",5215.8686692,"5","1","3","0",NA,"0",1400,88.0041906757464,1400,4.66,3.1687158217303,NA,NA,NA,NA
1,117654,"4","1","3","1",9806.0287444,"3","0","2","0",NA,"1",2939,184.745940282871,1899,0.747,0.324233027700437,0.733,0.308281314054488,0.734,0.705
1,117657,"4","1","3","5",2941.8560567,"1","0","1","0",NA,"1",2100,109.327548806941,2100,9.573,6.62639572838159,NA,6.62639572838159,9.573,NA
1,117658,"3","5","1","1",3007.3081347,"1","1","3","1",NA,"0",846,26.1043970172281,846,0.727,0.516925021737749,0.727,3.32526488914428,4.3895,NA
1,117660,"5","1","1","5",1862.6746761,"1","0","3","0",NA,"1",2026,160.687376074025,2026,5.891,4.15970178068319,NA,4.33243860230025,5.715,NA
1,117662,"5","5","3","5",5469.3429604,"5","1","3","1",NA,"0",500,26.0303687635575,500,NA,NA,NA,NA,NA,NA
1,117663,"3","2","4","3",8775.14399,"5","0","3","1",NA,"0",9152.59087581319,406.631212550012,9152.19607008481,4.336,3.16732920456772,NA,2.29654203291451,3.46783333333333,NA
